Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
nc,71849660,3,"Saturday, September 29, 2012 12:13:14 UTC",39.2480,-122.7337,1.5,11.90,17,"Northern California"
ci,15222489,2,"Saturday, September 29, 2012 12:08:41 UTC",33.8992,-117.7877,1.5,7.60,49,"Greater Los Angeles area, California"
ak,10567235,2,"Saturday, September 29, 2012 11:57:04 UTC",63.5438,-147.3478,1.4,3.90,21,"Central Alaska"
us,c000cy4g,5,"Saturday, September 29, 2012 11:53:59 UTC",16.3900,-98.2226,4.2,9.90,120,"Oaxaca, Mexico"
ak,10569505,2,"Saturday, September 29, 2012 11:32:08 UTC",61.3421,-152.4718,1.7,1.00,24,"Southern Alaska"
us,c000cy44,6,"Saturday, September 29, 2012 11:24:33 UTC",6.1150,92.8102,5.3,28.50,169,"Nicobar Islands, India region"
pr,12273012,0,"Saturday, September 29, 2012 11:24:12 UTC",19.5725,-64.3541,2.5,71.00, 3,"Virgin Islands region"
ak,10567232,2,"Saturday, September 29, 2012 11:23:34 UTC",51.4310,-178.2208,2.0,19.20,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569502,2,"Saturday, September 29, 2012 11:09:56 UTC",51.5384,-178.1781,1.5,12.90,12,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569501,2,"Saturday, September 29, 2012 11:08:50 UTC",51.4875,-178.2451,1.5,26.50,14,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cy40,9,"Saturday, September 29, 2012 11:00:18 UTC",51.0512,179.1450,4.5,35.20,74,"Rat Islands, Aleutian Islands, Alaska"
pr,12273014,0,"Saturday, September 29, 2012 10:52:16 UTC",19.7192,-64.3707,2.9,43.00, 4,"Virgin Islands region"
nc,71849645,1,"Saturday, September 29, 2012 10:51:55 UTC",38.8220,-122.8123,1.2,3.80,21,"Northern California"
nc,71849640,3,"Saturday, September 29, 2012 10:46:43 UTC",38.4510,-122.6712,1.2,7.00,19,"Northern California"
pr,12273011,0,"Saturday, September 29, 2012 10:30:43 UTC",19.4008,-64.1902,3.3,91.00, 6,"Virgin Islands region"
nc,71849625,0,"Saturday, September 29, 2012 10:30:12 UTC",38.8130,-122.7960,1.0,3.70,11,"Northern California"
ak,10567216,3,"Saturday, September 29, 2012 10:24:08 UTC",51.6009,-178.1833,1.8,31.40,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569497,2,"Saturday, September 29, 2012 10:21:36 UTC",59.0881,-153.2333,1.7,76.10,17,"Southern Alaska"
ak,10569496,2,"Saturday, September 29, 2012 10:17:33 UTC",51.4550,-178.2048,1.5,27.70,15,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15222481,2,"Saturday, September 29, 2012 10:12:39 UTC",33.9900,-116.8358,1.1,17.30,66,"Southern California"
us,c000cy3t,8,"Saturday, September 29, 2012 10:11:15 UTC",39.7161,144.1722,4.7,22.60,48,"off the east coast of Honshu, Japan"
ak,10567212,2,"Saturday, September 29, 2012 10:10:48 UTC",51.6719,-178.0867,2.2,21.90,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567210,2,"Saturday, September 29, 2012 10:03:45 UTC",61.9888,-149.5641,1.3,43.10,17,"Southern Alaska"
nc,71849610,0,"Saturday, September 29, 2012 10:01:43 UTC",38.8088,-122.7415,1.2,2.40,20,"Northern California"
pr,12273010,0,"Saturday, September 29, 2012 10:00:44 UTC",17.9472,-65.3681,2.7,12.00, 7,"Puerto Rico region"
us,c000cy3p,8,"Saturday, September 29, 2012 09:52:49 UTC",26.9235,143.7948,4.7,10.10,37,"Bonin Islands, Japan region"
pr,12273009,0,"Saturday, September 29, 2012 09:47:26 UTC",19.5065,-64.1579,3.3,72.00, 6,"Virgin Islands region"
ak,10569493,2,"Saturday, September 29, 2012 09:36:31 UTC",54.4669,-164.6432,2.6,160.70,18,"Unimak Island region, Alaska"
nm,093012b,A,"Saturday, September 29, 2012 09:30:14 UTC",36.6306,-89.5565,1.4,10.80,13,"southeastern Missouri"
nc,71849600,0,"Saturday, September 29, 2012 08:54:29 UTC",38.7538,-122.7148,1.5,2.20,17,"Northern California"
ci,15222465,2,"Saturday, September 29, 2012 07:52:19 UTC",36.2270,-118.3213,1.3,6.60,22,"Central California"
ak,10567198,2,"Saturday, September 29, 2012 07:43:38 UTC",51.5184,-178.0155,1.5,4.80,18,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15222457,2,"Saturday, September 29, 2012 07:40:31 UTC",34.1573,-116.4418,1.0,2.90,46,"Southern California"
nc,71849580,1,"Saturday, September 29, 2012 07:36:24 UTC",38.7758,-122.7468,1.2,3.70,25,"Northern California"
us,c000cy2t,4,"Saturday, September 29, 2012 07:34:43 UTC",35.5464,141.1911,4.7,34.60,24,"near the east coast of Honshu, Japan"
nc,71849575,2,"Saturday, September 29, 2012 07:28:50 UTC",37.2623,-118.7368,1.4,17.10,29,"Central California"
us,c000cy2k,E,"Saturday, September 29, 2012 07:11:13 UTC",16.3553,-98.3884,5.5,10.20,478,"Oaxaca, Mexico"
pr,12273007,0,"Saturday, September 29, 2012 07:05:21 UTC",19.5923,-64.2260,3.3,70.00, 5,"Virgin Islands region"
ak,10567186,2,"Saturday, September 29, 2012 06:53:25 UTC",51.5365,-178.1426,1.8,12.30,17,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12273005,0,"Saturday, September 29, 2012 06:48:48 UTC",18.0685,-65.0337,2.3,23.00, 3,"Virgin Islands region"
pr,12273004,0,"Saturday, September 29, 2012 06:46:22 UTC",19.0844,-64.8783,2.7,41.00, 4,"Virgin Islands region"
nc,71849565,2,"Saturday, September 29, 2012 06:30:17 UTC",37.8532,-122.2427,1.4,6.80,62,"San Francisco Bay area, California"
us,c000cy29,A,"Saturday, September 29, 2012 06:17:07 UTC",44.1567,-127.7499,4.2,9.90,92,"off the coast of Oregon"
ak,10567179,3,"Saturday, September 29, 2012 05:57:46 UTC",52.9291,-168.7892,2.8,82.40,19,"Fox Islands, Aleutian Islands, Alaska"
ak,10569487,2,"Saturday, September 29, 2012 05:57:17 UTC",51.5239,-178.0653,1.8,12.20,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569486,2,"Saturday, September 29, 2012 05:51:14 UTC",51.6269,-178.0042,2.0,13.20,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567171,2,"Saturday, September 29, 2012 05:28:53 UTC",51.4968,-178.1853,2.3,21.60,24,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cy28,A,"Saturday, September 29, 2012 05:26:11 UTC",7.1288,-71.9234,4.5,38.70,127,"Apure, Venezuela"
us,c000cy27,8,"Saturday, September 29, 2012 05:25:42 UTC",35.2301,27.8155,4.6,10.00,86,"Dodecanese Islands, Greece"
ak,10567173,2,"Saturday, September 29, 2012 05:22:20 UTC",51.5541,-178.1993,1.8,27.80,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569482,2,"Saturday, September 29, 2012 05:20:35 UTC",51.5129,-178.1906,1.8,30.40,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567167,2,"Saturday, September 29, 2012 05:15:03 UTC",51.5726,-178.1960,2.7,26.90,30,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567166,2,"Saturday, September 29, 2012 05:09:15 UTC",61.7368,-148.2413,1.0,10.00,15,"Southern Alaska"
ak,10569479,2,"Saturday, September 29, 2012 05:05:07 UTC",51.5848,-178.0937,1.9,12.70,16,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12273008,0,"Saturday, September 29, 2012 05:02:58 UTC",19.7115,-64.3105,2.8,25.00, 3,"Virgin Islands region"
ak,10567162,2,"Saturday, September 29, 2012 04:54:13 UTC",51.5394,-178.1227,2.1,13.20,26,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12273003,0,"Saturday, September 29, 2012 04:51:57 UTC",19.5330,-64.3355,3.4,66.00, 5,"Virgin Islands region"
nc,71849560,4,"Saturday, September 29, 2012 04:50:06 UTC",37.5915,-119.0055,1.0,5.00,30,"Central California"
ak,10569477,2,"Saturday, September 29, 2012 04:49:13 UTC",51.5157,-178.1230,1.7,13.20,11,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849555,3,"Saturday, September 29, 2012 04:45:29 UTC",38.5275,-122.5898,2.0,7.90,49,"Northern California"
pr,12273002,0,"Saturday, September 29, 2012 04:43:44 UTC",18.7103,-65.0497,3.1,17.00,11,"Virgin Islands region"
ci,15222433,2,"Saturday, September 29, 2012 04:32:16 UTC",36.0037,-118.3987,1.2,3.30,39,"Central California"
nc,71849540,1,"Saturday, September 29, 2012 04:07:46 UTC",38.7958,-122.8085,1.6,3.30,30,"Northern California"
nc,71849530,0,"Saturday, September 29, 2012 04:01:58 UTC",38.8300,-122.7662,1.2,1.50, 7,"Northern California"
ci,15222425,2,"Saturday, September 29, 2012 04:00:15 UTC",34.1237,-117.4330,1.9,8.80,103,"Greater Los Angeles area, California"
ak,10567145,2,"Saturday, September 29, 2012 03:58:07 UTC",51.6178,-178.1496,3.4,11.70,31,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567142,2,"Saturday, September 29, 2012 03:54:34 UTC",51.6377,-178.0942,1.9,13.20,18,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567139,2,"Saturday, September 29, 2012 03:47:08 UTC",51.6147,-178.0468,3.6,13.00,31,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567137,2,"Saturday, September 29, 2012 03:39:12 UTC",51.4181,-178.2215,3.5,19.70,34,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567136,2,"Saturday, September 29, 2012 03:35:33 UTC",51.6416,-178.0983,1.9,25.00,25,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567133,2,"Saturday, September 29, 2012 03:34:27 UTC",57.8909,-154.1566,2.4,44.10,23,"Kodiak Island region, Alaska"
pr,12273001,0,"Saturday, September 29, 2012 03:28:50 UTC",18.3582,-67.4016,3.0,101.00, 6,"Mona Passage, Puerto Rico"
ci,15222401,2,"Saturday, September 29, 2012 03:17:02 UTC",33.6947,-117.4490,1.2,10.60,58,"Southern California"
uw,60470186,5,"Saturday, September 29, 2012 03:11:50 UTC",47.9472,-122.9427,1.0,12.00,20,"Olympic Peninsula, Washington"
pr,12273006,0,"Saturday, September 29, 2012 03:06:08 UTC",19.7003,-64.2912,3.0,25.00, 3,"Virgin Islands region"
ci,15222393,2,"Saturday, September 29, 2012 03:01:30 UTC",34.2935,-116.4482,1.3,1.70,50,"Southern California"
nc,71849500,2,"Saturday, September 29, 2012 02:57:37 UTC",36.4157,-120.9903,1.1,6.50,13,"Central California"
ak,10567122,2,"Saturday, September 29, 2012 02:53:26 UTC",64.9545,-148.4645,1.5,13.70,22,"Central Alaska"
uw,60470181,4,"Saturday, September 29, 2012 02:46:18 UTC",45.9283,-122.4017,1.6,19.90,33,"Washington"
us,c000cy18,6,"Saturday, September 29, 2012 02:39:32 UTC",35.1285,27.8421,4.2,5.40,60,"Dodecanese Islands, Greece"
ak,10569467,2,"Saturday, September 29, 2012 02:35:24 UTC",51.6108,-178.0072,1.9,13.60,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567116,2,"Saturday, September 29, 2012 02:25:23 UTC",51.6044,-178.0066,1.4,18.70,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567115,2,"Saturday, September 29, 2012 02:14:38 UTC",51.5761,-178.1342,1.8,16.50,19,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569464,2,"Saturday, September 29, 2012 02:12:21 UTC",51.5390,-178.1158,1.7,10.90,16,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849475,0,"Saturday, September 29, 2012 01:52:23 UTC",38.8177,-122.8278,1.1,2.30,17,"Northern California"
nc,71849480,3,"Saturday, September 29, 2012 01:50:12 UTC",35.8805,-121.4932,1.6,7.00,24,"offshore Central California"
us,c000cy0t,4,"Saturday, September 29, 2012 01:26:12 UTC",-23.9382,-66.7539,4.5,191.40,25,"Jujuy, Argentina"
ak,10569463,2,"Saturday, September 29, 2012 01:17:40 UTC",51.5337,-178.0922,1.4,30.40,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567018,2,"Saturday, September 29, 2012 01:16:55 UTC",51.6058,-178.0983,1.4,16.70,14,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12273000,0,"Saturday, September 29, 2012 01:14:20 UTC",18.1742,-68.5463,3.2,15.00,10,"Mona Passage, Dominican Republic"
nc,71849450,3,"Saturday, September 29, 2012 01:11:20 UTC",38.8287,-122.7635,2.1,1.10,55,"Northern California"
ci,15222345,2,"Saturday, September 29, 2012 01:03:51 UTC",36.8930,-117.4130,1.5,7.90,15,"Central California"
us,c000cy0c,6,"Saturday, September 29, 2012 00:59:48 UTC",34.6721,-106.7759,3.5,6.40,26,"New Mexico"
ak,10569461,2,"Saturday, September 29, 2012 00:58:23 UTC",51.3587,-178.4885,1.7,45.30,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567009,2,"Saturday, September 29, 2012 00:48:33 UTC",51.4735,-178.1978,3.2,14.80,27,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569459,2,"Saturday, September 29, 2012 00:47:09 UTC",51.5961,-178.0530,1.0,11.20,10,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cy0a,7,"Saturday, September 29, 2012 00:39:44 UTC",38.5323,14.8104,4.5,246.50,129,"Sicily, Italy"
ak,10569458,2,"Saturday, September 29, 2012 00:25:31 UTC",63.0159,-150.4565,1.3,106.90,19,"Central Alaska"
uw,60470146,4,"Saturday, September 29, 2012 00:11:48 UTC",47.9465,-122.9365,1.0,12.20,11,"Olympic Peninsula, Washington"
ak,10567005,2,"Saturday, September 29, 2012 00:08:44 UTC",51.5465,-178.1154,2.1,13.20,23,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10567002,2,"Saturday, September 29, 2012 00:04:38 UTC",51.6485,-178.0628,3.2,13.30,34,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10569455,2,"Saturday, September 29, 2012 00:02:36 UTC",51.4865,-178.2320,1.6,26.50,12,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849415,1,"Friday, September 28, 2012 23:45:01 UTC",38.8133,-122.8217,1.0,2.70,22,"Northern California"
ak,10568797,2,"Friday, September 28, 2012 23:43:42 UTC",51.5198,-178.2199,1.9,27.20,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568796,2,"Friday, September 28, 2012 23:34:46 UTC",51.5508,-178.0050,1.3,9.70,12,"Andreanof Islands, Aleutian Islands, Alaska"
nn,00389800,9,"Friday, September 28, 2012 23:28:35 UTC",38.5678,-119.4569,1.3,3.90,10,"Central California"
us,c000cxzx,7,"Friday, September 28, 2012 23:22:31 UTC",-8.9755,157.4258,5.2,10.00,113,"Solomon Islands"
ak,10568795,2,"Friday, September 28, 2012 23:17:39 UTC",63.0472,-149.6720,1.4,100.10,15,"Central Alaska"
ak,10566974,2,"Friday, September 28, 2012 23:15:09 UTC",64.9848,-147.4053,1.2,0.00, 8,"Central Alaska"
ak,10566970,2,"Friday, September 28, 2012 23:10:14 UTC",63.2643,-145.0761,2.0,1.90,23,"Central Alaska"
ak,10568791,2,"Friday, September 28, 2012 22:56:03 UTC",51.4764,-178.2606,2.1,22.80,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566960,2,"Friday, September 28, 2012 22:54:36 UTC",51.5723,-178.1492,2.0,20.20,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566962,2,"Friday, September 28, 2012 22:52:50 UTC",51.5376,-178.2130,2.0,31.90,16,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566954,2,"Friday, September 28, 2012 22:45:38 UTC",63.2832,-151.1202,1.4,5.20,22,"Central Alaska"
pr,12272019,0,"Friday, September 28, 2012 22:38:15 UTC",19.6215,-64.4070,3.5,42.00, 5,"Virgin Islands region"
ak,10566951,2,"Friday, September 28, 2012 22:29:44 UTC",51.4992,-178.1370,2.9,13.20,23,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568785,2,"Friday, September 28, 2012 22:27:29 UTC",62.1677,-145.5376,1.3,28.30, 8,"Central Alaska"
us,c000cxyd,7,"Friday, September 28, 2012 22:14:44 UTC",29.2835,67.9296,4.3,10.00,22,"Pakistan"
ak,10566946,2,"Friday, September 28, 2012 22:13:25 UTC",60.0631,-139.2248,1.8,11.20,11,"Southern Yukon Territory, Canada"
nc,71849370,3,"Friday, September 28, 2012 22:10:37 UTC",37.6552,-121.7492,1.2,5.00,11,"San Francisco Bay area, California"
ak,10566944,2,"Friday, September 28, 2012 22:10:09 UTC",51.4075,-178.1540,2.6,12.90,23,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272018,0,"Friday, September 28, 2012 21:55:05 UTC",19.6089,-64.2472,3.4,43.00, 5,"Virgin Islands region"
nc,71849360,3,"Friday, September 28, 2012 21:54:33 UTC",37.6370,-122.0485,1.1,4.30,20,"San Francisco Bay area, California"
ak,10566939,2,"Friday, September 28, 2012 21:42:31 UTC",51.6070,-178.0467,2.2,13.20,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566934,2,"Friday, September 28, 2012 21:34:51 UTC",51.5624,-178.1050,3.1,12.80,24,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568780,2,"Friday, September 28, 2012 21:31:02 UTC",63.0083,-150.5688,1.4,99.60,13,"Central Alaska"
ak,10566929,2,"Friday, September 28, 2012 21:26:10 UTC",64.7578,-149.5962,1.2,21.40,17,"Central Alaska"
nc,71849350,0,"Friday, September 28, 2012 21:24:56 UTC",38.8335,-122.7922,1.2,2.50,14,"Northern California"
ci,15222329,3,"Friday, September 28, 2012 21:21:02 UTC",32.2165,-115.2493,3.0,10.00,23,"Baja California, Mexico"
ak,10568778,2,"Friday, September 28, 2012 21:17:49 UTC",51.7052,-178.1470,2.0,27.60,10,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60470111,1,"Friday, September 28, 2012 21:15:50 UTC",49.4275,-120.5123,2.3,0.00,15,"British Columbia, Canada"
ak,10566924,2,"Friday, September 28, 2012 21:15:42 UTC",51.1354,-178.4426,3.0,47.80,22,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566921,2,"Friday, September 28, 2012 21:11:15 UTC",60.3818,-150.7983,2.0,46.80,29,"Kenai Peninsula, Alaska"
ci,15222321,3,"Friday, September 28, 2012 20:38:38 UTC",33.0673,-116.4730,1.3,14.80,59,"Southern California"
ak,10568775,2,"Friday, September 28, 2012 20:33:42 UTC",51.6518,-178.0780,1.8,25.60,10,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272016,0,"Friday, September 28, 2012 20:33:18 UTC",19.4080,-64.3133,3.4,71.00, 4,"Virgin Islands region"
ak,10566914,2,"Friday, September 28, 2012 20:31:24 UTC",57.3048,-155.1865,2.2,24.90,20,"Alaska Peninsula"
ak,10566907,2,"Friday, September 28, 2012 20:16:25 UTC",64.8048,-149.0982,1.2,22.40,12,"Central Alaska"
ak,10566906,2,"Friday, September 28, 2012 20:09:38 UTC",51.5040,-178.1269,2.2,11.30,18,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272017,0,"Friday, September 28, 2012 20:05:13 UTC",19.6396,-64.2177,3.3,57.00, 3,"Virgin Islands region"
ak,10566901,2,"Friday, September 28, 2012 19:57:49 UTC",51.5952,-178.1595,2.4,28.60,12,"Andreanof Islands, Aleutian Islands, Alaska"
uw,60470091,1,"Friday, September 28, 2012 19:55:59 UTC",43.8317,-123.1702,2.2,0.00,11,"Oregon"
ci,15222289,2,"Friday, September 28, 2012 19:43:56 UTC",34.6588,-117.0908,1.3,0.00,16,"Southern California"
ci,15222273,2,"Friday, September 28, 2012 19:42:46 UTC",33.9093,-116.8918,1.5,9.10,70,"Southern California"
ci,15222281,2,"Friday, September 28, 2012 19:41:26 UTC",32.9362,-115.5175,1.8,9.90,21,"Southern California"
uw,60470066,1,"Friday, September 28, 2012 19:40:12 UTC",47.8067,-117.4277,2.4,0.00,21,"Washington"
ak,10568770,2,"Friday, September 28, 2012 19:39:23 UTC",51.5185,-178.1203,2.2,14.10,12,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272014,0,"Friday, September 28, 2012 19:37:05 UTC",19.6811,-64.3929,3.3,24.00, 7,"Virgin Islands region"
nc,71849335,1,"Friday, September 28, 2012 19:34:06 UTC",38.7855,-122.7723,1.0,3.60,22,"Northern California"
pr,12272015,0,"Friday, September 28, 2012 19:29:19 UTC",19.5335,-64.2926,3.3,65.00, 3,"Virgin Islands region"
ak,10568769,2,"Friday, September 28, 2012 19:26:49 UTC",51.5963,-178.1041,2.2,22.30, 9,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568768,2,"Friday, September 28, 2012 19:20:22 UTC",51.5589,-178.1286,1.6,25.20, 8,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272013,0,"Friday, September 28, 2012 19:11:56 UTC",19.5911,-64.3423,3.4,54.00, 3,"Virgin Islands region"
ak,10566881,2,"Friday, September 28, 2012 19:11:52 UTC",51.6576,-178.0304,2.3,19.10,12,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568766,2,"Friday, September 28, 2012 19:04:02 UTC",51.4880,-178.1870,1.8,25.70,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566876,2,"Friday, September 28, 2012 19:03:17 UTC",51.5123,-178.1118,2.7,13.20,10,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cxrb,8,"Friday, September 28, 2012 18:50:26 UTC",20.0756,-64.3455,4.4,24.30,46,"north of the Virgin Islands"
ak,10566854,2,"Friday, September 28, 2012 18:48:13 UTC",63.8573,-148.8408,1.1,9.60,11,"Central Alaska"
uu,09281835,2,"Friday, September 28, 2012 18:35:49 UTC",37.6933,-110.5035,1.3,1.20, 5,"Utah"
ak,10568763,2,"Friday, September 28, 2012 18:27:51 UTC",51.4756,-178.2112,1.8,23.40,12,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849310,2,"Friday, September 28, 2012 18:26:49 UTC",36.8628,-121.4160,1.2,5.40,40,"Central California"
ci,15222249,2,"Friday, September 28, 2012 18:25:36 UTC",33.7127,-116.7580,1.0,18.30,38,"Southern California"
nc,71849300,2,"Friday, September 28, 2012 18:06:20 UTC",37.3207,-122.1032,1.4,0.00,31,"San Francisco Bay area, California"
nc,71065574,2,"Friday, September 28, 2012 18:05:46 UTC",37.3008,-121.6775,1.0,3.50,10,"Northern California"
ak,10566827,2,"Friday, September 28, 2012 17:55:26 UTC",63.5752,-147.2099,1.3,24.40,12,"Central Alaska"
ak,10568761,2,"Friday, September 28, 2012 17:54:24 UTC",51.6457,-178.0434,1.6,22.90, 8,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566823,2,"Friday, September 28, 2012 17:44:07 UTC",51.5591,-178.1807,3.8,18.30,27,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566814,2,"Friday, September 28, 2012 17:18:20 UTC",53.5483,-164.8146,2.7,25.50,18,"Unimak Island region, Alaska"
ak,10568758,2,"Friday, September 28, 2012 17:16:56 UTC",51.5520,-178.0829,1.9,13.20,12,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568757,2,"Friday, September 28, 2012 17:15:51 UTC",51.5408,-178.2037,1.6,25.70,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568756,2,"Friday, September 28, 2012 17:12:48 UTC",51.5330,-178.0999,2.0,15.90,13,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568755,2,"Friday, September 28, 2012 17:10:08 UTC",62.1980,-149.7210,1.3,14.80,11,"Central Alaska"
ak,10566811,2,"Friday, September 28, 2012 17:06:32 UTC",51.4647,-178.1887,2.8,19.50,26,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568753,2,"Friday, September 28, 2012 16:59:30 UTC",51.4500,-178.2453,1.8,29.60,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566805,2,"Friday, September 28, 2012 16:32:54 UTC",51.5894,-178.0468,2.1,22.10,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568751,2,"Friday, September 28, 2012 16:29:37 UTC",51.6056,-178.0731,1.6,22.70,10,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15222209,3,"Friday, September 28, 2012 16:27:31 UTC",32.2805,-115.2665,3.8,10.00,28,"Baja California, Mexico"
nc,71849280,3,"Friday, September 28, 2012 16:25:55 UTC",37.8525,-122.2487,2.7,6.90,178,"San Francisco Bay area, California"
nc,71849275,3,"Friday, September 28, 2012 16:25:22 UTC",37.8523,-122.2502,2.3,6.90,147,"San Francisco Bay area, California"
ak,10566787,2,"Friday, September 28, 2012 16:22:04 UTC",51.6056,-178.0415,2.8,15.10,20,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71849265,0,"Friday, September 28, 2012 16:21:27 UTC",41.2308,-122.4688,1.3,5.00, 9,"Northern California"
ak,10566785,2,"Friday, September 28, 2012 16:21:02 UTC",63.0201,-149.4849,1.8,83.90,35,"Central Alaska"
pr,12272009,0,"Friday, September 28, 2012 16:17:13 UTC",19.4920,-66.2604,3.5,83.00,15,"Puerto Rico region"
pr,12272011,0,"Friday, September 28, 2012 16:07:58 UTC",19.6723,-64.3070,3.0,24.00, 6,"Virgin Islands region"
pr,12272010,0,"Friday, September 28, 2012 15:55:14 UTC",19.4162,-64.4925,3.3,62.00, 6,"Virgin Islands region"
ak,10568748,2,"Friday, September 28, 2012 15:54:24 UTC",51.5715,-178.0780,1.7,19.90,12,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566779,2,"Friday, September 28, 2012 15:49:32 UTC",51.5326,-178.1861,2.3,23.90,20,"Andreanof Islands, Aleutian Islands, Alaska"
ci,15222185,2,"Friday, September 28, 2012 15:44:29 UTC",34.3415,-116.8803,1.3,0.00,36,"Southern California"
ak,10568746,2,"Friday, September 28, 2012 15:44:12 UTC",51.5287,-178.0905,2.2,12.40,10,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566774,2,"Friday, September 28, 2012 15:40:46 UTC",51.5057,-178.1066,2.1,13.20,15,"Andreanof Islands, Aleutian Islands, Alaska"
pr,12272008,0,"Friday, September 28, 2012 15:36:26 UTC",19.6291,-64.4282,4.1,10.00,20,"Virgin Islands region"
ak,10568744,2,"Friday, September 28, 2012 15:29:25 UTC",51.5717,-178.0868,1.4,20.20, 8,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000cxk4,4,"Friday, September 28, 2012 15:24:54 UTC",24.6360,-110.3536,4.6,27.70,137,"Gulf of California"
ak,10568743,2,"Friday, September 28, 2012 15:16:24 UTC",51.6041,-178.1391,2.2,21.40,14,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568742,2,"Friday, September 28, 2012 15:08:35 UTC",51.6045,-178.1137,1.3,20.50,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10566766,2,"Friday, September 28, 2012 15:01:56 UTC",65.4132,-147.9752,1.0,16.30,17,"northern Alaska"
ak,10566763,2,"Friday, September 28, 2012 15:00:30 UTC",65.4116,-147.9376,1.3,24.50,19,"northern Alaska"
uu,09281454,2,"Friday, September 28, 2012 14:54:34 UTC",37.1632,-112.1082,2.7,7.30,17,"Utah"
ak,10568739,2,"Friday, September 28, 2012 14:50:53 UTC",51.6724,-178.0780,1.3,26.00,11,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10568738,2,"Friday, September 28, 2012 14:49:30 UTC",65.3874,-147.9503,1.0,18.60,16,"northern Alaska"
ak,10568737,2,"Friday, September 28, 2012 14:48:47 UTC",65.3871,-147.9718,1.0,18.90,15,"northern Alaska"
